Sample,Extract,LocationCode,SiteType,DistanceFromLatrine,qPCR1,qPCR2
STQ263_01_D,S008-C04,STQ263,Non-latrine habitat,NA,0,0
STQ263_01_D,S008-C05,STQ263,Non-latrine habitat,NA,0,0
STQ263_01_D,S008-C06,STQ263,Non-latrine habitat,NA,0,0
STQ266_01_1,S009-H01,STQ266,Non-latrine habitat,NA,0,0
STQ266_01_1,S009-H02,STQ266,Non-latrine habitat,NA,0,0
STQ266_01_1,S009-H03,STQ266,Non-latrine habitat,NA,0,0
STQ266_01_2,S009-A04,STQ266,Non-latrine habitat,NA,0,0
STQ266_01_2,S009-A05,STQ266,Non-latrine habitat,NA,0,0
STQ266_01_2,S009-A06,STQ266,Non-latrine habitat,NA,0,0
STQ266_01_3,S009-B04,STQ266,Non-latrine habitat,NA,0,0
STQ266_01_3,S009-B05,STQ266,Non-latrine habitat,NA,0,0
STQ266_01_3,S009-B06,STQ266,Non-latrine habitat,NA,0,0
STQ266_01_4,S009-C04,STQ266,Non-latrine habitat,NA,0,0
STQ266_01_4,S009-C05,STQ266,Non-latrine habitat,NA,0,0
STQ266_01_4,S009-C06,STQ266,Non-latrine habitat,NA,0,0
STQ280_01_1,S009-C01,STQ280,Non-latrine habitat,NA,0,0
STQ280_01_1,S009-C02,STQ280,Non-latrine habitat,NA,0,0
STQ280_01_1,S009-C03,STQ280,Non-latrine habitat,NA,0,0
STQ280_01_2,S009-D01,STQ280,Non-latrine habitat,NA,0,0
STQ280_01_2,S009-D02,STQ280,Non-latrine habitat,NA,0,0
STQ280_01_2,S009-D03,STQ280,Non-latrine habitat,NA,0,0
STQ280_01_3,S009-E01,STQ280,Non-latrine habitat,NA,0,0
STQ280_01_3,S009-E02,STQ280,Non-latrine habitat,NA,0,0
STQ280_01_3,S009-E03,STQ280,Non-latrine habitat,NA,0,0
STQ280_01_4,S009-F01,STQ280,Non-latrine habitat,NA,0,0
STQ280_01_4,S009-F02,STQ280,Non-latrine habitat,NA,0,0
STQ280_01_4,S009-F03,STQ280,Non-latrine habitat,NA,0,0
STQ289_01_1,S009-D10,STQ289,Non-latrine habitat,NA,1,0
STQ289_01_1,S009-D11,STQ289,Non-latrine habitat,NA,1,0
STQ289_01_1,S009-D12,STQ289,Non-latrine habitat,NA,0,0
STQ289_01_2,S009-E10,STQ289,Non-latrine habitat,NA,0,0
STQ289_01_2,S009-E11,STQ289,Non-latrine habitat,NA,0,0
STQ289_01_2,S009-E12,STQ289,Non-latrine habitat,NA,0,0
STQ289_01_3,S009-F10,STQ289,Non-latrine habitat,NA,0,0
STQ289_01_3,S009-F11,STQ289,Non-latrine habitat,NA,0,0
STQ289_01_3,S009-F12,STQ289,Non-latrine habitat,NA,0,0
STQ289_01_4,S010-A01,STQ289,Non-latrine habitat,NA,0,0
STQ289_01_4,S010-A02,STQ289,Non-latrine habitat,NA,0,0
STQ289_01_4,S010-A03,STQ289,Non-latrine habitat,NA,0,0
STQ297_01_1,S007-G07,STQ297,Non-latrine habitat,NA,0,0
STQ297_01_1,S007-G08,STQ297,Non-latrine habitat,NA,0,0
STQ297_01_1,S007-G09,STQ297,Non-latrine habitat,NA,0,0
STQ297_01_2,S007-H07,STQ297,Non-latrine habitat,NA,0,0
STQ297_01_2,S007-H08,STQ297,Non-latrine habitat,NA,0,0
STQ297_01_2,S007-H09,STQ297,Non-latrine habitat,NA,0,0
STQ297_01_3,S007-A10,STQ297,Non-latrine habitat,NA,0,0
STQ297_01_3,S007-A11,STQ297,Non-latrine habitat,NA,0,0
STQ297_01_3,S007-A12,STQ297,Non-latrine habitat,NA,0,0
STQ297_01_4,S007-B10,STQ297,Non-latrine habitat,NA,0,0
STQ297_01_4,S007-B11,STQ297,Non-latrine habitat,NA,0,0
STQ297_01_4,S007-B12,STQ297,Non-latrine habitat,NA,0,0
STQ299_01_1,S010-E04,STQ299,Non-latrine habitat,NA,0,0
STQ299_01_1,S010-E05,STQ299,Non-latrine habitat,NA,0,0
STQ299_01_1,S010-E06,STQ299,Non-latrine habitat,NA,0,0
STQ299_01_2,S010-F04,STQ299,Non-latrine habitat,NA,0,0
STQ299_01_2,S010-F05,STQ299,Non-latrine habitat,NA,0,0
STQ299_01_2,S010-F06,STQ299,Non-latrine habitat,NA,0,0
STQ299_01_3,S010-G04,STQ299,Non-latrine habitat,NA,0,0
STQ299_01_3,S010-G05,STQ299,Non-latrine habitat,NA,0,0
STQ299_01_3,S010-G06,STQ299,Non-latrine habitat,NA,0,0
STQ299_01_4,S010-H04,STQ299,Non-latrine habitat,NA,0,0
STQ299_01_4,S010-H05,STQ299,Non-latrine habitat,NA,0,0
STQ299_01_4,S010-H06,STQ299,Non-latrine habitat,NA,0,0
STQ300_01_1,S009-B07,STQ300,Non-latrine habitat,NA,0,0
STQ300_01_1,S009-B08,STQ300,Non-latrine habitat,NA,0,0
STQ300_01_1,S009-B09,STQ300,Non-latrine habitat,NA,0,0
STQ300_01_2,S009-C07,STQ300,Non-latrine habitat,NA,0,0
STQ300_01_2,S009-C08,STQ300,Non-latrine habitat,NA,0,0
STQ300_01_2,S009-C09,STQ300,Non-latrine habitat,NA,0,0
STQ300_01_3,S009-D07,STQ300,Non-latrine habitat,NA,0,0
STQ300_01_3,S009-D08,STQ300,Non-latrine habitat,NA,0,0
STQ300_01_3,S009-D09,STQ300,Non-latrine habitat,NA,0,0
STQ300_01_4,S009-E07,STQ300,Non-latrine habitat,NA,0,0
STQ300_01_4,S009-E08,STQ300,Non-latrine habitat,NA,0,0
STQ300_01_4,S009-E09,STQ300,Non-latrine habitat,NA,0,0
WR-1,S004-D07,WR,Inactive Latrine,1,1,1
WR-1,S004-D08,WR,Inactive Latrine,1,1,1
WR-1,S004-D09,WR,Inactive Latrine,1,1,1
WR-O,S004-C07,WR,Inactive Latrine,0,1,0
WR-O,S004-C08,WR,Inactive Latrine,0,0,0
WR-O,S004-C09,WR,Inactive Latrine,0,0,0
